ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,ID,N_VICTIMAS,HH,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,UBICACION
2021-0037,2021-05-11,2021,5,11,PEATON,PEATON,FEMENINO,58,2021-05-11 00:00:00,2021-0037,1,7,AVENIDA,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PASAJEROS,1.0
2021-0038,2021-05-14,2021,5,14,CONDUCTOR,MOTO,FEMENINO,44,2021-05-14 00:00:00,2021-0038,1,11,AVENIDA,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO-CARGAS,CARGAS,1.0
2021-0039,2021-05-15,2021,5,15,CICLISTA,BICICLETA,MASCULINO,86,2021-06-05 00:00:00,2021-0039,1,12,AVENIDA,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA-AUTO,AUTO,1.0
2021-0040,2021-05-20,2021,5,20,CONDUCTOR,MOTO,MASCULINO,27,2021-05-20 00:00:00,2021-0040,1,5,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-AUTO,AUTO,1.0
2021-0041,2021-05-20,2021,5,20,PEATON,PEATON,MASCULINO,75,2021-05-20 00:00:00,2021-0041,1,8,AVENIDA,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.57728060,PEATON-PASAJEROS,PASAJEROS,1.0
2021-0042,2021-05-21,2021,5,21,PEATON,PEATON,MASCULINO,39,2021-05-21 00:00:00,2021-0042,1,5,AVENIDA,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PASAJEROS,0.0
2021-0043,2021-05-22,2021,5,22,PEATON,PEATON,MASCULINO,50,2021-05-22 00:00:00,2021-0043,1,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON-AUTO,AUTO,1.0
2021-0044,2021-05-25,2021,5,25,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,2021-05-25 00:00:00,2021-0044,1,2,AVENIDA,"PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0045,2021-05-26,2021,5,26,CONDUCTOR,MOTO,MASCULINO,22,2021-05-26 00:00:00,2021-0045,1,17,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MULTIPLE,MULTIPLE,
2021-0046,2021-05-31,2021,5,31,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20,2021-05-31 00:00:00,2021-0046,1,2,AVENIDA,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0047,2021-06-02,2021,6,2,CONDUCTOR,MOTO,MASCULINO,59,2021-06-02 00:00:00,2021-0047,1,16,AVENIDA,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO-AUTO,AUTO,1.0
2021-0048,2021-06-03,2021,6,3,CICLISTA,BICICLETA,MASCULINO,44,2021-06-23 00:00:00,2021-0048,1,9,AVENIDA,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.56981410,BICICLETA-AUTO,AUTO,1.0
2021-0049,2021-06-03,2021,6,3,CONDUCTOR,AUTO,MASCULINO,74,2021-06-03 00:00:00,2021-0049,1,20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,0.0
2021-0050,2021-06-10,2021,6,10,CONDUCTOR,MOTO,MASCULINO,56,2021-06-10 00:00:00,2021-0050,1,13,AVENIDA,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,PASAJEROS,0.0
2021-0051,2021-06-15,2021,6,15,PEATON,PEATON,MASCULINO,73,2021-06-16 00:00:00,2021-0051,1,19,AVENIDA,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON-CARGAS,CARGAS,1.0
2021-0052,2021-06-20,2021,6,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19,2021-06-20 00:00:00,2021-0052,1,5,GRAL PAZ,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,OBJETO FIJO,0.0
2021-0053,2021-06-20,2021,6,20,PEATON,PEATON,MASCULINO,58,2021-06-30 00:00:00,2021-0053,1,12,AVENIDA,CORRIENTES AV. 5783,15,-58.44399875,-34.59477360,PEATON-BICICLETA,BICICLETA,0.0
2021-0054,2021-06-22,2021,6,22,CONDUCTOR,MOTO,MASCULINO,41,2021-06-22 00:00:00,2021-0054,1,14,CALLE,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO-CARGAS,CARGAS,1.0
2021-0055,2021-06-29,2021,6,29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47,2021-06-29 00:00:00,2021-0055,1,12,AVENIDA,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO-CARGAS,CARGAS,1.0
2021-0056,2021-07-09,2021,7,9,CICLISTA,BICICLETA,MASCULINO,60,2021-07-09 00:00:00,2021-0056,1,23,AVENIDA,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA-AUTO,AUTO,1.0
2021-0057,2021-07-10,2021,7,10,CONDUCTOR,AUTO,MASCULINO,46,2021-07-10 00:00:00,2021-0057,1,23,AUTOPISTA,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,OBJETO FIJO,
2021-0058,2021-07-21,2021,7,21,PEATON,PEATON,MASCULINO,24,2021-07-21 00:00:00,2021-0058,1,0,GRAL PAZ,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON-AUTO,AUTO,1.0
2021-0059,2021-07-22,2021,7,22,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44,2021-07-22 00:00:00,2021-0059,1,1,AVENIDA,"GARAY, JUAN DE AV. 2269",3,-58.39640740,-34.62783085,AUTO-OBJETO FIJO,OBJETO FIJO,0.0
2021-0060,2021-07-22,2021,7,22,PEATON,PEATON,FEMENINO,80,2021-07-22 00:00:00,2021-0060,1,12,AVENIDA,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PASAJEROS,1.0
2021-0061,2021-07-24,2021,7,24,PEATON,PEATON,FEMENINO,55,2021-07-24 00:00:00,2021-0061,1,9,AVENIDA,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON-CARGAS,CARGAS,1.0
2021-0062,2021-07-27,2021,7,27,CONDUCTOR,AUTO,MASCULINO,73,2021-07-27 00:00:00,2021-0062,1,7,AVENIDA,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO-CARGAS,CARGAS,0.0
2021-0063,2021-08-02,2021,8,2,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31,2021-08-02 00:00:00,2021-0063,1,4,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,0.0
2021-0064,2021-08-02,2021,8,2,PEATON,PEATON,MASCULINO,37,2021-08-03 00:00:00,2021-0064,1,20,GRAL PAZ,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON-CARGAS,CARGAS,1.0
2021-0065,2021-08-06,2021,8,6,PEATON,PEATON,FEMENINO,63,2021-08-10 00:00:00,2021-0065,1,8,AVENIDA,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.62699730,PEATON-PASAJEROS,PASAJEROS,1.0
2021-0066,2021-08-06,2021,8,6,PEATON,PEATON,MASCULINO,59,2021-08-09 00:00:00,2021-0066,1,20,AVENIDA,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PASAJEROS,1.0
2021-0067,2021-08-08,2021,8,8,CONDUCTOR,MOTO,MASCULINO,27,2021-08-08 00:00:00,2021-0067,1,9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,OBJETO FIJO,
2021-0068,2021-08-15,2021,8,15,CONDUCTOR,MOTO,MASCULINO,39,2021-08-15 00:00:00,2021-0068,1,6,AVENIDA,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,OBJETO FIJO,0.0
2021-0069,2021-08-20,2021,8,20,PEATON,PEATON,MASCULINO,17,2021-08-21 00:00:00,2021-0069,1,17,AVENIDA,SANTA FE AV. 3428,14,-58.41354692,-34.58697680,PEATON-AUTO,AUTO,0.0
2021-0070,2021-08-28,2021,8,28,CONDUCTOR,MOTO,MASCULINO,31,2021-08-28 00:00:00,2021-0070,1,8,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO-CARGAS,CARGAS,1.0
2021-0071,2021-08-31,2021,8,31,PEATON,PEATON,MASCULINO,88,2021-09-01 00:00:00,2021-0071,1,16,CALLE,SAN LUIS 2730,3,-58.40454610,-34.60003693,PEATON-MOTO,MOTO,0.0
2021-0072,2021-09-01,2021,9,1,PEATON,PEATON,FEMENINO,57,2021-09-01 00:00:00,2021-0072,1,19,AVENIDA,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON-AUTO,AUTO,1.0
2021-0073,2021-09-18,2021,9,18,CICLISTA,BICICLETA,FEMENINO,76,2021-09-18 00:00:00,2021-0073,1,12,AVENIDA,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA-AUTO,AUTO,1.0
2021-0074,2021-09-20,2021,9,20,CONDUCTOR,MOTO,MASCULINO,55,2021-09-20 00:00:00,2021-0074,1,15,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MULTIPLE,MULTIPLE,1.0
2021-0075,2021-09-21,2021,9,21,PEATON,PEATON,MASCULINO,65,2021-09-21 00:00:00,2021-0075,1,14,CALLE,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON-CARGAS,CARGAS,1.0
2021-0076,2021-10-16,2021,10,16,CONDUCTOR,MOTO,MASCULINO,31,2021-10-16 00:00:00,2021-0076,1,6,AVENIDA,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,OBJETO FIJO,0.0
2021-0077,2021-10-18,2021,10,18,CONDUCTOR,MOTO,FEMENINO,31,2021-10-18 00:00:00,2021-0077,1,7,AVENIDA,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO-CARGAS,CARGAS,0.0
2021-0078,2021-10-23,2021,10,23,CONDUCTOR,MOTO,MASCULINO,22,2021-10-23 00:00:00,2021-0078,1,6,AVENIDA,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,PASAJEROS,1.0
2021-0080,2021-10-28,2021,10,28,CONDUCTOR,MOTO,MASCULINO,32,2021-10-28 00:00:00,2021-0080,1,16,AVENIDA,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,MOTO-AUTO,AUTO,1.0
2021-0081,2021-11-02,2021,11,2,CONDUCTOR,MOTO,MASCULINO,26,2021-11-02 00:00:00,2021-0081,1,13,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO-CARGAS,CARGAS,
2021-0082,2021-11-06,2021,11,6,CONDUCTOR,MOTO,MASCULINO,38,2021-11-06 00:00:00,2021-0082,1,4,AUTOPISTA,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO-AUTO,AUTO,
2021-0083,2021-11-09,2021,11,9,CONDUCTOR,MOTO,MASCULINO,30,2021-11-09 00:00:00,2021-0083,1,0,AVENIDA,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO-AUTO,AUTO,1.0
2021-0084,2021-11-11,2021,11,11,CONDUCTOR,AUTO,MASCULINO,32,2021-11-11 00:00:00,2021-0084,1,3,AVENIDA,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0097,2021-11-18,2021,11,18,CICLISTA,BICICLETA,MASCULINO,53,2021-11-19 00:00:00,2021-0097,1,6,CALLE,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,BICICLETA-AUTO,AUTO,0.0
2021-0085,2021-11-20,2021,11,20,CONDUCTOR,MOTO,MASCULINO,49,2021-11-20 00:00:00,2021-0085,1,18,GRAL PAZ,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0086,2021-11-25,2021,11,25,PEATON,PEATON,MASCULINO,75,2021-11-25 00:00:00,2021-0086,1,10,AVENIDA,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PASAJEROS,1.0
2021-0087,2021-11-27,2021,11,27,PEATON,PEATON,FEMENINO,73,2021-11-27 00:00:00,2021-0087,1,11,CALLE,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON-BICICLETA,BICICLETA,0.0
2021-0088,2021-12-01,2021,12,1,CONDUCTOR,MOTO,MASCULINO,45,2021-12-07 00:00:00,2021-0088,1,15,CALLE,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO-AUTO,AUTO,1.0
2021-0089,2021-12-02,2021,12,2,CONDUCTOR,MOTO,MASCULINO,41,2021-12-11 00:00:00,2021-0089,1,1,AVENIDA,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO-AUTO,AUTO,0.0
2021-0090,2021-12-10,2021,12,10,PEATON,PEATON,MASCULINO,73,2022-01-03 00:00:00,2021-0090,1,11,AVENIDA,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PASAJEROS,1.0
2021-0091,2021-12-11,2021,12,11,CONDUCTOR,MOTO,MASCULINO,24,2021-12-11 00:00:00,2021-0091,1,23,CALLE,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO-AUTO,AUTO,1.0
2021-0092,2021-12-12,2021,12,12,PEATON,PEATON,FEMENINO,50,2021-12-12 00:00:00,2021-0092,1,6,AVENIDA,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.40596860,-34.61011987,PEATON-AUTO,AUTO,1.0
2021-0093,2021-12-13,2021,12,13,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18,2021-12-18 00:00:00,2021-0093,1,17,AVENIDA,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO-AUTO,AUTO,1.0
2021-0094,2021-12-20,2021,12,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43,2021-12-20 00:00:00,2021-0094,1,1,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO-AUTO,AUTO,1.0
2021-0095,2021-12-30,2021,12,30,CONDUCTOR,MOTO,MASCULINO,27,2022-01-02 00:00:00,2021-0095,1,0,AVENIDA,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO-CARGAS,CARGAS,1.0
2021-0096,2021-12-15,2021,12,15,CONDUCTOR,AUTO,MASCULINO,60,2021-12-20 00:00:00,2021-0096,1,10,AVENIDA,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO-CARGAS,CARGAS,0.0
