ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,ID,N_VICTIMAS,HH,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,UBICACION
2018-0026,2018-03-09,2018,3,9,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30,2018-03-09 00:00:00,2018-0026,2,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL-CARGAS,CARGAS,1.0
2018-0027,2018-03-11,2018,3,11,PEATON,PEATON,FEMENINO,74,2018-03-11 00:00:00,2018-0027,1,23,CALLE,CASTRO y RONDEAU,5,-58.41911301,-34.63722107,PEATON-MOTO,MOTO,1.0
2018-0028,2018-03-13,2018,3,13,PEATON,PEATON,MASCULINO,71,2018-03-13 00:00:00,2018-0028,1,15,AVENIDA,"BILBAO, FRANCISCO AV. y AZUL",9,-58.47120586,-34.64251042,PEATON-CARGAS,CARGAS,1.0
2018-0029,2018-03-15,2018,3,15,CONDUCTOR,MOTO,MASCULINO,26,2018-03-15 00:00:00,2018-0029,1,18,AVENIDA,NAZCA AV. y GAONA AV.,11,-58.47418944,-34.62049672,MOTO-AUTO,AUTO,1.0
2018-0030,2018-03-20,2018,3,20,CONDUCTOR,MOTO,MASCULINO,24,2018-03-20 00:00:00,2018-0030,1,1,AVENIDA,PLAZA y ALVAREZ THOMAS AV.,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,1.0
2018-0031,2018-03-28,2018,3,28,CONDUCTOR,MOTO,MASCULINO,31,2018-03-28 00:00:00,2018-0031,1,10,AVENIDA,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.46909362,-34.61779710,MOTO-CARGAS,CARGAS,1.0
2018-0032,2018-04-02,2018,4,2,PEATON,PEATON,MASCULINO,70,2018-04-02 00:00:00,2018-0032,1,13,AVENIDA,CABILDO AV. y AGUILAR,13,-58.44704343,-34.56888640,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0033,2018-04-07,2018,4,7,CONDUCTOR,MOTO,FEMENINO,42,2018-04-10 00:00:00,2018-0033,1,7,AVENIDA,CAMARONES y LOPE DE VEGA AV.,10,-58.50535541,-34.62902048,MOTO-CARGAS,CARGAS,1.0
2018-0034,2018-04-11,2018,4,11,PEATON,PEATON,MASCULINO,24,2018-04-11 00:00:00,2018-0034,1,18,AVENIDA,SANTA FE AV. 2320,2,-58.40021675,-34.59522198,PEATON-PASAJEROS,PASAJEROS,0.0
2018-0035,2018-04-12,2018,4,12,PEATON,PEATON,FEMENINO,39,2018-04-12 00:00:00,2018-0035,1,16,AVENIDA,RIVADAVIA AV. 6950,7,-58.46325991,-34.62919627,PEATON-PASAJEROS,PASAJEROS,0.0
2018-0036,2018-04-13,2018,4,13,CONDUCTOR,MOTO,MASCULINO,37,2018-04-15 00:00:00,2018-0036,1,23,AVENIDA,SAN MARTIN AV. y ARGERICH,15,-58.49471482,-34.59694755,MOTO-AUTO,AUTO,1.0
2018-0037,2018-04-18,2018,4,18,PEATON,PEATON,MASCULINO,84,2018-04-19 00:00:00,2018-0037,1,18,AVENIDA,"CORDOBA AV. y URIBURU JOSE E., PRES.",2,-58.39872610,-34.59975962,PEATON-CARGAS,CARGAS,1.0
2018-0038,2018-04-20,2018,4,20,PEATON,PEATON,FEMENINO,59,2018-04-20 00:00:00,2018-0038,2,17,AVENIDA,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,PEATON-AUTO,AUTO,0.0
2018-0038,2018-04-20,2018,4,20,PEATON,PEATON,MASCULINO,61,2018-04-20 00:00:00,2018-0038,2,17,AVENIDA,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,PEATON-AUTO,AUTO,0.0
2018-0041,2018-04-27,2018,4,27,PEATON,PEATON,FEMENINO,78,2018-04-27 00:00:00,2018-0041,1,13,AVENIDA,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-58.42281627,-34.64282424,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0042,2018-04-27,2018,4,27,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23,2018-04-27 00:00:00,2018-0042,1,18,CALLE,BRANDSEN y PERDRIEL,4,-58.38666024,-34.63953396,MOTO-CARGAS,CARGAS,1.0
2018-0043,2018-04-28,2018,4,28,CONDUCTOR,MOTO,MASCULINO,25,2018-04-29 00:00:00,2018-0043,1,6,AVENIDA,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,-58.49122843,-34.61207587,MOTO-AUTO,AUTO,1.0
2018-0044,2018-04-28,2018,4,28,PEATON,PEATON,FEMENINO,50,2018-04-28 00:00:00,2018-0044,1,9,AVENIDA,ALBERTI e INDEPENDENCIA AV.,3,-58.40098306,-34.61866627,PEATON-AUTO,AUTO,1.0
2018-0045,2018-04-30,2018,4,30,CONDUCTOR,AUTO,MASCULINO,60,2018-04-30 00:00:00,2018-0045,1,7,AVENIDA,ALVAREZ THOMAS AV. 879,13,-58.45448963,-34.57916920,AUTO-CARGAS,CARGAS,0.0
2018-0046,2018-05-02,2018,5,2,PEATON,PEATON,MASCULINO,11,2018-05-02 00:00:00,2018-0046,1,3,GRAL PAZ,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.52927982,-34.63931752,PEATON-AUTO,AUTO,1.0
2018-0047,2018-05-08,2018,5,8,PEATON,PEATON,MASCULINO,82,2018-05-09 00:00:00,2018-0047,1,19,AVENIDA,CORRIENTES AV. y DORREGO AV.,15,-58.44759966,-34.59170240,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0048,2018-05-09,2018,5,9,PEATON,PEATON,MASCULINO,57,2018-05-16 00:00:00,2018-0048,1,10,AVENIDA,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0049,2018-05-11,2018,5,11,PEATON,PEATON,FEMENINO,40,2018-05-13 00:00:00,2018-0049,1,19,CALLE,QUESADA 2300,13,-58.46213220,-34.55395823,PEATON-AUTO,AUTO,0.0
2018-0050,2018-05-14,2018,5,14,PEATON,PEATON,FEMENINO,47,2018-05-24 00:00:00,2018-0050,1,18,AVENIDA,CABILDO AV. y JURAMENTO AV.,13,-58.45669422,-34.56203610,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0051,2018-05-15,2018,5,15,PEATON,PEATON,FEMENINO,57,2018-05-15 00:00:00,2018-0051,1,21,CALLE,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,-58.35977160,-34.64341878,PEATON-AUTO,AUTO,1.0
2018-0052,2018-05-18,2018,5,18,PEATON,PEATON,MASCULINO,78,2018-05-19 00:00:00,2018-0052,1,20,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,-58.49820145,-34.59070093,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0053,2018-05-20,2018,5,20,CONDUCTOR,MOTO,MASCULINO,43,2018-05-20 00:00:00,2018-0053,1,2,CALLE,SAN LUIS y AGUERO,3,-58.41059280,-34.59939180,MOTO-AUTO,AUTO,1.0
2018-0054,2018-05-22,2018,5,22,PEATON,PEATON,FEMENINO,86,2018-05-25 00:00:00,2018-0054,1,11,CALLE,LUGONES 2430,12,-58.47969138,-34.57121563,PEATON-BICICLETA,BICICLETA,0.0
2018-0055,2018-05-29,2018,5,29,CONDUCTOR,MOTO,MASCULINO,21,2018-05-29 00:00:00,2018-0055,1,7,AVENIDA,INDEPENDENCIA AV. y JUJUY AV.,3,-58.40351561,-34.61883916,MOTO-AUTO,AUTO,1.0
2018-0056,2018-06-02,2018,6,2,PEATON,PEATON,FEMENINO,69,2018-06-04 00:00:00,2018-0056,1,13,AVENIDA,RIVADAVIA AV. 11050,9,-58.51973844,-34.63918987,PEATON-PASAJEROS,PASAJEROS,0.0
2018-0057,2018-06-03,2018,6,3,CONDUCTOR,MOTO,MASCULINO,33,2018-06-04 00:00:00,2018-0057,1,3,CALLE,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,-58.39311376,-34.62163006,MOTO-PASAJEROS,PASAJEROS,1.0
2018-0058,2018-06-03,2018,6,3,CONDUCTOR,MOTO,MASCULINO,26,2018-06-13 00:00:00,2018-0058,1,6,AVENIDA,CORDOBA AV. y THAMES,15,-58.43531242,-34.59082159,MOTO-AUTO,AUTO,1.0
2018-0059,2018-06-08,2018,6,8,CONDUCTOR,MOTO,MASCULINO,54,2018-06-08 00:00:00,2018-0059,1,6,AVENIDA,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,-58.41178165,-34.63035454,MOTO-MOVIL,OTRO,1.0
2018-0060,2018-06-08,2018,6,8,PEATON,PEATON,MASCULINO,51,2018-06-08 00:00:00,2018-0060,1,12,AVENIDA,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0061,2018-06-10,2018,6,10,CONDUCTOR,MOTO,MASCULINO,51,2018-06-10 00:00:00,2018-0061,1,11,CALLE,ESTADOS UNIDOS y PICHINCHA,3,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,1.0
2018-0062,2018-06-14,2018,6,14,PEATON,PEATON,MASCULINO,32,2018-06-14 00:00:00,2018-0062,1,1,CALLE,ROSARIO y BARCO CENTENERA DEL,6,-58.44110156,-34.62082399,PEATON-CARGAS,CARGAS,1.0
2018-0063,2018-06-16,2018,6,16,PEATON,PEATON,FEMENINO,28,2018-06-17 00:00:00,2018-0063,1,21,AVENIDA,"ALEM, LEANDRO N. AV. y VIAMONTE",1,-58.37093138,-34.59952725,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0064,2018-06-25,2018,6,25,CONDUCTOR,AUTO,MASCULINO,30,2018-06-25 00:00:00,2018-0064,1,1,AVENIDA,VARELA AV. y PRIMERA JUNTA,7,-58.45855262,-34.63953253,AUTO-CARGAS,CARGAS,1.0
2018-0065,2018-06-26,2018,6,26,CONDUCTOR,MOTO,MASCULINO,35,2018-06-26 00:00:00,2018-0065,1,17,CALLE,"PELLEGRINI, CARLOS y JUNCAL",1,-58.38161909,-34.59283447,MOTO-CARGAS,CARGAS,1.0
2018-0066,2018-06-28,2018,6,28,PEATON,PEATON,MASCULINO,73,2018-06-28 00:00:00,2018-0066,1,11,AVENIDA,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15,-58.45511899,-34.58698157,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0067,2018-06-29,2018,6,29,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81,2018-07-06 00:00:00,2018-0067,1,16,AVENIDA,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,-58.37724226,-34.62973033,PASAJEROS-AUTO,AUTO,1.0
2018-0068,2018-07-01,2018,7,1,CONDUCTOR,MOTO,MASCULINO,21,2018-07-01 00:00:00,2018-0068,1,9,AVENIDA,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,-58.45546217,-34.62930339,MOTO-AUTO,AUTO,1.0
2018-0069,2018-07-04,2018,7,4,CICLISTA,BICICLETA,MASCULINO,20,2018-07-04 00:00:00,2018-0069,1,21,AVENIDA,CORDOBA AV. 2215,2,-58.39897064,-34.59954925,BICICLETA-PASAJEROS,PASAJEROS,0.0
2018-0070,2018-07-07,2018,7,7,CONDUCTOR,MOTO,MASCULINO,33,2018-07-07 00:00:00,2018-0070,1,15,CALLE,"ESTADOS UNIDOS y URQUIZA, GRAL.",3,-58.40917826,-34.62126274,MOTO-PASAJEROS,PASAJEROS,1.0
2018-0072,2018-07-11,2018,7,11,CONDUCTOR,MOTO,MASCULINO,27,2018-07-13 00:00:00,2018-0072,1,13,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-58.48267426,-34.68454456,MOTO-CARGAS,CARGAS,
2018-0073,2018-07-11,2018,7,11,PEATON,PEATON,FEMENINO,67,2018-07-11 00:00:00,2018-0073,1,15,AVENIDA,"IRIARTE, GRAL. AV. 3400",4,-58.39546165,-34.65168841,PEATON-CARGAS,CARGAS,0.0
2018-0074,2018-07-14,2018,7,14,CONDUCTOR,AUTO,MASCULINO,25,2018-07-14 00:00:00,2018-0074,1,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.46941984,-34.63376545,AUTO-CARGAS,CARGAS,0.0
2018-0075,2018-07-15,2018,7,15,PEATON,PEATON,MASCULINO,23,2018-07-15 00:00:00,2018-0075,1,7,AVENIDA,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.40367321,-34.58129246,PEATON-AUTO,AUTO,1.0
2018-0076,2018-07-16,2018,7,16,CONDUCTOR,AUTO,MASCULINO,73,2018-07-16 00:00:00,2018-0076,1,9,CALLE,"CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,AUTO-CARGAS,CARGAS,1.0
2018-0077,2018-07-16,2018,7,16,CONDUCTOR,AUTO,MASCULINO,58,2018-07-17 00:00:00,2018-0077,1,23,CALLE,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,AUTO-CARGAS,CARGAS,1.0
2018-0078,2018-07-21,2018,7,21,PEATON,PEATON,MASCULINO,27,2018-07-21 00:00:00,2018-0078,1,6,CALLE,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,PEATON-AUTO,AUTO,1.0
2018-0080,2018-07-25,2018,7,25,PEATON,PEATON,MASCULINO,26,2018-07-25 00:00:00,2018-0080,1,22,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.65903530,PEATON-AUTO,AUTO,1.0
2018-0081,2018-07-29,2018,7,29,PEATON,PEATON,MASCULINO,35,2018-07-29 00:00:00,2018-0081,1,6,AVENIDA,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,MULTIPLE,MULTIPLE,1.0
2018-0082,2018-08-01,2018,8,1,CONDUCTOR,MOTO,FEMENINO,17,2018-08-01 00:00:00,2018-0082,1,15,AVENIDA,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,MOTO-CARGAS,CARGAS,1.0
2018-0084,2018-08-03,2018,8,3,PEATON,PEATON,MASCULINO,45,2018-08-03 00:00:00,2018-0084,1,7,AVENIDA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,PEATON-CARGAS,CARGAS,1.0
2018-0085,2018-08-03,2018,8,3,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22,2018-08-03 00:00:00,2018-0085,2,18,AVENIDA,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,PASAJEROS,1.0
2018-0085,2018-08-03,2018,8,3,CONDUCTOR,MOTO,MASCULINO,30,2018-08-03 00:00:00,2018-0085,2,18,AVENIDA,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,PASAJEROS,1.0
2018-0086,2018-08-10,2018,8,10,PEATON,PEATON,MASCULINO,40,2018-08-10 00:00:00,2018-0086,1,21,AVENIDA,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0087,2018-08-15,2018,8,15,PEATON,PEATON,MASCULINO,75,2018-08-20 00:00:00,2018-0087,1,19,AVENIDA,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0089,2018-08-17,2018,8,17,PEATON,PEATON,MASCULINO,80,2018-08-17 00:00:00,2018-0089,1,17,AVENIDA,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0090,2018-08-18,2018,8,18,CONDUCTOR,MOTO,MASCULINO,27,2018-08-18 00:00:00,2018-0090,1,10,AVENIDA,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,MOTO-AUTO,AUTO,1.0
2018-0091,2018-08-19,2018,8,19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23,2018-08-19 00:00:00,2018-0091,1,18,AUTOPISTA,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,1.0
2018-0092,2018-08-20,2018,8,20,CONDUCTOR,MOTO,MASCULINO,23,2018-08-20 00:00:00,2018-0092,1,8,AVENIDA,CORDOBA AV. y GASCON,14,-58.42336930,-34.59774487,MOTO-AUTO,AUTO,1.0
2018-0093,2018-08-20,2018,8,20,PEATON,PEATON,MASCULINO,24,2018-08-20 00:00:00,2018-0093,1,8,CALLE,15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,PEATON-PASAJEROS,PASAJEROS,0.0
2018-0094,2018-08-23,2018,8,23,CONDUCTOR,MOTO,MASCULINO,32,2018-08-23 00:00:00,2018-0094,1,5,CALLE,"SALGUERO, JERONIMO y BERUTI",14,-58.41169020,-34.58579880,MOTO-PASAJEROS,PASAJEROS,1.0
2018-0095,2018-08-26,2018,8,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49,2018-08-26 00:00:00,2018-0095,1,0,AVENIDA,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,1.0
2018-0096,2018-08-31,2018,8,31,PEATON,PEATON,MASCULINO,39,2018-08-31 00:00:00,2018-0096,1,22,AUTOPISTA,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,PEATON-AUTO,AUTO,1.0
2018-0097,2018-09-02,2018,9,2,CONDUCTOR,AUTO,FEMENINO,35,2018-09-02 00:00:00,2018-0097,1,10,AVENIDA,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,AUTO-MOVIL,OTRO,1.0
2018-0098,2018-09-09,2018,9,9,CONDUCTOR,AUTO,MASCULINO,55,2018-09-09 00:00:00,2018-0098,2,5,GRAL PAZ,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,1.0
2018-0098,2018-09-09,2018,9,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54,2018-09-09 00:00:00,2018-0098,2,5,GRAL PAZ,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,1.0
2018-0099,2018-09-12,2018,9,12,PEATON,PEATON,MASCULINO,18,2018-09-13 00:00:00,2018-0099,1,14,AVENIDA,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0100,2018-09-20,2018,9,20,SD,MOTO,FEMENINO,33,2018-09-20 00:00:00,2018-0100,1,10,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,MOTO-AUTO,AUTO,0.0
2018-0102,2018-09-21,2018,9,21,CONDUCTOR,MOTO,MASCULINO,20,2018-09-21 00:00:00,2018-0102,1,0,CALLE,"FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,MOTO-AUTO,AUTO,1.0
2018-0103,2018-09-27,2018,9,27,PEATON,PEATON,MASCULINO,1,2018-09-29 00:00:00,2018-0103,1,17,AVENIDA,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,PEATON-MOTO,MOTO,1.0
2018-0104,2018-10-01,2018,10,1,CONDUCTOR,MOTO,MASCULINO,22,2018-10-01 00:00:00,2018-0104,1,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,1.0
2018-0105,2018-10-03,2018,10,3,PEATON,PEATON,FEMENINO,56,2018-10-03 00:00:00,2018-0105,1,18,AVENIDA,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0106,2018-10-04,2018,10,4,CONDUCTOR,MOTO,MASCULINO,27,2018-10-04 00:00:00,2018-0106,1,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,1.0
2018-0107,2018-10-06,2018,10,6,PEATON,PEATON,FEMENINO,62,2018-10-06 00:00:00,2018-0107,1,14,AVENIDA,RIVADAVIA AV. y JUJUY AV.,3,-58.40596860,-34.61011987,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0108,2018-10-09,2018,10,9,CONDUCTOR,MOTO,MASCULINO,37,2018-10-10 00:00:00,2018-0108,1,14,AVENIDA,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,MOTO-AUTO,AUTO,1.0
2018-0109,2018-10-10,2018,10,10,PEATON,PEATON,MASCULINO,34,2018-10-10 00:00:00,2018-0109,1,22,AVENIDA,"TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0110,2018-10-13,2018,10,13,PEATON,PEATON,MASCULINO,60,2018-10-14 00:00:00,2018-0110,1,3,AVENIDA,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,PEATON-MOTO,MOTO,1.0
2018-0111,2018-10-19,2018,10,19,CONDUCTOR,MOTO,MASCULINO,28,2018-10-19 00:00:00,2018-0111,1,12,AUTOPISTA,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,MOTO-CARGAS,CARGAS,
2018-0112,2018-10-24,2018,10,24,CONDUCTOR,MOTO,FEMENINO,28,2018-10-24 00:00:00,2018-0112,1,9,CALLE,MUÃ‘ECAS y SERRANO,15,-58.44671397,-34.59970903,MOTO-CARGAS,CARGAS,1.0
2018-0113,2018-10-25,2018,10,25,CONDUCTOR,MOTO,MASCULINO,20,2018-10-25 00:00:00,2018-0113,1,11,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,MOTO-CARGAS,CARGAS,1.0
2018-0114,2018-10-30,2018,10,30,CONDUCTOR,MOTO,MASCULINO,23,2018-10-30 00:00:00,2018-0114,1,2,AVENIDA,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,MOTO-AUTO,AUTO,1.0
2018-0115,2018-10-31,2018,10,31,PEATON,PEATON,MASCULINO,42,2018-11-01 00:00:00,2018-0115,1,12,CALLE,"BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0116,2018-11-01,2018,11,1,PEATON,PEATON,MASCULINO,48,2018-11-08 00:00:00,2018-0116,1,10,GRAL PAZ,"PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,PEATON-CARGAS,CARGAS,0.0
2018-0117,2018-11-04,2018,11,4,CONDUCTOR,MOTO,MASCULINO,30,2018-11-08 00:00:00,2018-0117,1,8,AVENIDA,"PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,0.0
2018-0118,2018-11-05,2018,11,5,PEATON,PEATON,FEMENINO,80,2018-11-05 00:00:00,2018-0118,1,14,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,PEATON-MOTO,MOTO,1.0
2018-0119,2018-11-05,2018,11,5,PEATON,PEATON,FEMENINO,32,2018-11-06 00:00:00,2018-0119,1,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,PEATON-SD,SD,1.0
2018-0120,2018-11-09,2018,11,9,PEATON,PEATON,FEMENINO,51,2018-11-20 00:00:00,2018-0120,1,13,AVENIDA,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,PEATON-AUTO,AUTO,1.0
2018-0121,2018-11-09,2018,11,9,PEATON,PEATON,FEMENINO,72,2018-11-09 00:00:00,2018-0121,1,16,AVENIDA,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.63743280,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0122,2018-11-12,2018,11,12,CONDUCTOR,AUTO,MASCULINO,33,2018-11-12 00:00:00,2018-0122,1,1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,1.0
2018-0123,2018-11-12,2018,11,12,CONDUCTOR,AUTO,MASCULINO,25,2018-11-12 00:00:00,2018-0123,1,3,GRAL PAZ,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,AUTO-SD,SD,1.0
2018-0124,2018-11-15,2018,11,15,CONDUCTOR,CARGAS,MASCULINO,44,2018-11-15 00:00:00,2018-0124,1,19,AUTOPISTA,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,
2018-0125,2018-11-16,2018,11,16,PEATON,PEATON,MASCULINO,29,2018-11-17 00:00:00,2018-0125,1,21,AVENIDA,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0126,2018-11-18,2018,11,18,CONDUCTOR,MOTO,MASCULINO,27,2018-11-23 00:00:00,2018-0126,1,12,GRAL PAZ,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,MOTO-AUTO,AUTO,1.0
2018-0127,2018-11-19,2018,11,19,CONDUCTOR,MOTO,MASCULINO,29,2018-11-19 00:00:00,2018-0127,1,9,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,1.0
2018-0128,2018-11-25,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,2018-11-25 00:00:00,2018-0128,2,4,GRAL PAZ,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,PASAJEROS,0.0
2018-0128,2018-11-25,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39,2018-11-25 00:00:00,2018-0128,2,4,GRAL PAZ,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,PASAJEROS,0.0
2018-0129,2018-11-28,2018,11,28,CONDUCTOR,MOTO,MASCULINO,37,2018-11-30 00:00:00,2018-0129,1,4,AVENIDA,"NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,MOTO-PASAJEROS,PASAJEROS,1.0
2018-0131,2018-12-07,2018,12,7,CONDUCTOR,MOTO,MASCULINO,29,2018-12-07 00:00:00,2018-0131,1,19,AVENIDA,"MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,MOTO-CARGAS,CARGAS,0.0
2018-0132,2018-12-12,2018,12,12,PEATON,PEATON,MASCULINO,70,2018-12-12 00:00:00,2018-0132,1,8,AUTOPISTA,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,PEATON-CARGAS,CARGAS,1.0
